,codes,name,links,coord,label,timezone,id,lat,lon,administrative_regions
1,"[{'type': 'source', 'value': '87677138'}, {'type': 'uic', 'value': '87677138'}]",Chauffailles Gambetta,[],"{'lat': '46.206915', 'lon': '4.336512'}",Chauffailles Gambetta (Chauffailles),Europe/Paris,stop_area:SNCF:87677138,46.206915,4.336512,"[{'insee': '71120', 'name': 'Chauffailles', 'level': 8, 'coord': {'lat': '46.2077321', 'lon': '4.338189'}, 'label': 'Chauffailles (71170)', 'id': 'admin:fr:71120', 'zip_code': '71170'}]"
2,"[{'type': 'source', 'value': '87116350'}, {'type': 'uic', 'value': '87116350'}]",Chauffry,[],"{'lat': '48.811357', 'lon': '3.180628'}",Chauffry (Chauffry),Europe/Paris,stop_area:SNCF:87116350,48.811357,3.180628,"[{'insee': '77106', 'name': 'Chauffry', 'level': 8, 'coord': {'lat': '48.8190373', 'lon': '3.1857769'}, 'label': 'Chauffry (77169)', 'id': 'admin:fr:77106', 'zip_code': '77169'}]"
3,"[{'type': 'source', 'value': '87712679'}, {'type': 'uic', 'value': '87712679'}]",Chaugey,[],"{'lat': '47.087204', 'lon': '5.255191'}",Chaugey (Losne),Europe/Paris,stop_area:SNCF:87712679,47.087204,5.255191,"[{'insee': '21356', 'name': 'Losne', 'level': 8, 'coord': {'lat': '47.0980995', 'lon': '5.2642337'}, 'label': 'Losne (21170)', 'id': 'admin:fr:21356', 'zip_code': '21170'}]"
4,"[{'type': 'source', 'value': '87313478'}, {'type': 'uic', 'value': '87313478'}]",Chaulnes,[],"{'lat': '49.807679', 'lon': '2.801103'}",Chaulnes (Chaulnes),Europe/Paris,stop_area:SNCF:87313478,49.807679,2.801103,"[{'insee': '80186', 'name': 'Chaulnes', 'level': 8, 'coord': {'lat': '49.8185412', 'lon': '2.7993371'}, 'label': 'Chaulnes (80320)', 'id': 'admin:fr:80186', 'zip_code': '80320'}]"
5,"[{'type': 'source', 'value': '87142000'}, {'type': 'uic', 'value': '87142000'}]",Chaumont,[],"{'lat': '48.10976', 'lon': '5.1346'}",Chaumont (Chaumont),Europe/Paris,stop_area:SNCF:87142000,48.10976,5.1346,"[{'insee': '52121', 'name': 'Chaumont', 'level': 8, 'coord': {'lat': '48.1111324', 'lon': '5.1395849'}, 'label': 'Chaumont (52000)', 'id': 'admin:fr:52121', 'zip_code': '52000'}]"
6,"[{'type': 'source', 'value': '87215061'}, {'type': 'uic', 'value': '87215061'}]",Chaumont Castelneau,[],"{'lat': '48.09397', 'lon': '5.145555'}",Chaumont Castelneau (Chaumont),Europe/Paris,stop_area:SNCF:87215061,48.09397,5.145555,"[{'insee': '52121', 'name': 'Chaumont', 'level': 8, 'coord': {'lat': '48.1111324', 'lon': '5.1395849'}, 'label': 'Chaumont (52000)', 'id': 'admin:fr:52121', 'zip_code': '52000'}]"
7,"[{'type': 'source', 'value': '87217042'}, {'type': 'uic', 'value': '87217042'}]",Chaumont Gendarmerie,[],"{'lat': '48.101959', 'lon': '5.144477'}",Chaumont Gendarmerie (Chaumont),Europe/Paris,stop_area:SNCF:87217042,48.101959,5.144477,"[{'insee': '52121', 'name': 'Chaumont', 'level': 8, 'coord': {'lat': '48.1111324', 'lon': '5.1395849'}, 'label': 'Chaumont (52000)', 'id': 'admin:fr:52121', 'zip_code': '52000'}]"
8,"[{'type': 'source', 'value': '87107417'}, {'type': 'uic', 'value': '87107417'}]",Chaumont Hôpital,[],"{'lat': '48.121971', 'lon': '5.139064'}",Chaumont Hôpital (Chaumont),Europe/Paris,stop_area:SNCF:87107417,48.121971,5.139064,"[{'insee': '52121', 'name': 'Chaumont', 'level': 8, 'coord': {'lat': '48.1111324', 'lon': '5.1395849'}, 'label': 'Chaumont (52000)', 'id': 'admin:fr:52121', 'zip_code': '52000'}]"
9,"[{'type': 'source', 'value': '87381228'}, {'type': 'uic', 'value': '87381228'}]",Chaumont-en-Vexin,[],"{'lat': '49.26139', 'lon': '1.87274'}",Chaumont-en-Vexin (Chaumont-en-Vexin),Europe/Paris,stop_area:SNCF:87381228,49.26139,1.87274,"[{'insee': '60143', 'name': 'Chaumont-en-Vexin', 'level': 8, 'coord': {'lat': '49.2625682', 'lon': '1.8821405'}, 'label': 'Chaumont-en-Vexin (60240)', 'id': 'admin:fr:60143', 'zip_code': '60240'}]"
10,"[{'type': 'source', 'value': '87309757'}, {'type': 'uic', 'value': '87309757'}]",Chaumont-sur-Tharonne,[],"{'lat': '47.607997', 'lon': '1.907139'}",Chaumont-sur-Tharonne (Chaumont-sur-Tharonne),Europe/Paris,stop_area:SNCF:87309757,47.607997,1.907139,"[{'insee': '41046', 'name': 'Chaumont-sur-Tharonne', 'level': 8, 'coord': {'lat': '47.6109579', 'lon': '1.9047508'}, 'label': 'Chaumont-sur-Tharonne (41600)', 'id': 'admin:fr:41046', 'zip_code': '41600'}]"
11,"[{'type': 'source', 'value': '87296616'}, {'type': 'uic', 'value': '87296616'}]",Chauny,[],"{'lat': '49.611165', 'lon': '3.223484'}",Chauny (Chauny),Europe/Paris,stop_area:SNCF:87296616,49.611165,3.223484,"[{'insee': '02173', 'name': 'Chauny', 'level': 8, 'coord': {'lat': '49.6148945', 'lon': '3.2189506'}, 'label': 'Chauny (02300)', 'id': 'admin:fr:02173', 'zip_code': '02300'}]"
12,"[{'type': 'source', 'value': '87202465'}, {'type': 'uic', 'value': '87202465'}]",Chauvigny Mairie,[],"{'lat': '46.569693', 'lon': '0.643993'}",Chauvigny Mairie (Chauvigny),Europe/Paris,stop_area:SNCF:87202465,46.569693,0.643993,"[{'insee': '86070', 'name': 'Chauvigny', 'level': 8, 'coord': {'lat': '46.5695048', 'lon': '0.6439464'}, 'label': 'Chauvigny (86300)', 'id': 'admin:fr:86070', 'zip_code': '86300'}]"
13,"[{'type': 'source', 'value': '87393173'}, {'type': 'uic', 'value': '87393173'}]",Chaville - Vélizy,[],"{'lat': '48.799689', 'lon': '2.184427'}",Chaville - Vélizy (Viroflay),Europe/Paris,stop_area:SNCF:87393173,48.799689,2.184427,"[{'insee': '78686', 'name': 'Viroflay', 'level': 8, 'coord': {'lat': '48.7995951', 'lon': '2.1730571'}, 'label': 'Viroflay (78220)', 'id': 'admin:fr:78686', 'zip_code': '78220'}]"
14,"[{'type': 'source', 'value': '87382333'}, {'type': 'uic', 'value': '87382333'}]",Chaville Rive Droite,[],"{'lat': '48.812152', 'lon': '2.18784'}",Chaville Rive Droite (Chaville),Europe/Paris,stop_area:SNCF:87382333,48.812152,2.18784,"[{'insee': '92022', 'name': 'Chaville', 'level': 8, 'coord': {'lat': '48.8086915', 'lon': '2.1883487'}, 'label': 'Chaville (92370)', 'id': 'admin:fr:92022', 'zip_code': '92370'}]"
15,"[{'type': 'source', 'value': '87393207'}, {'type': 'uic', 'value': '87393207'}]",Chaville Rive Gauche,[],"{'lat': '48.804781', 'lon': '2.18843'}",Chaville Rive Gauche (Chaville),Europe/Paris,stop_area:SNCF:87393207,48.804781,2.18843,"[{'insee': '92022', 'name': 'Chaville', 'level': 8, 'coord': {'lat': '48.8086915', 'lon': '2.1883487'}, 'label': 'Chaville (92370)', 'id': 'admin:fr:92022', 'zip_code': '92370'}]"
16,"[{'type': 'source', 'value': '87591784'}, {'type': 'uic', 'value': '87591784'}]",Chaville Rive Gauche Noctilien,[],"{'lat': '48.804621', 'lon': '2.188198'}",Chaville Rive Gauche Noctilien (Chaville),Europe/Paris,stop_area:SNCF:87591784,48.804621,2.188198,"[{'insee': '92022', 'name': 'Chaville', 'level': 8, 'coord': {'lat': '48.8086915', 'lon': '2.1883487'}, 'label': 'Chaville (92370)', 'id': 'admin:fr:92022', 'zip_code': '92370'}]"
17,"[{'type': 'source', 'value': '87721415'}, {'type': 'uic', 'value': '87721415'}]",Chazay - Marcilly,[],"{'lat': '45.873252', 'lon': '4.725253'}",Chazay - Marcilly (Marcilly-d'Azergues),Europe/Paris,stop_area:SNCF:87721415,45.873252,4.725253,"[{'insee': '69125', 'name': ""Marcilly-d'Azergues"", 'level': 8, 'coord': {'lat': '45.8727236', 'lon': '4.7283912'}, 'label': ""Marcilly-d'Azergues (69380)"", 'id': 'admin:fr:69125', 'zip_code': '69380'}]"
18,"[{'type': 'source', 'value': '87746701'}, {'type': 'uic', 'value': '87746701'}]",Chedde,[],"{'lat': '45.92634', 'lon': '6.719784'}",Chedde (Passy),Europe/Paris,stop_area:SNCF:87746701,45.92634,6.719784,"[{'insee': '74208', 'name': 'Passy', 'level': 8, 'coord': {'lat': '45.9234886', 'lon': '6.6859905'}, 'label': 'Passy (74190-74480)', 'id': 'admin:fr:74208', 'zip_code': '74190;74480'}]"
19,"[{'type': 'source', 'value': '87694398'}, {'type': 'uic', 'value': '87694398'}]",Cheilly-lès-Maranges,[],"{'lat': '46.892569', 'lon': '4.67579'}",Cheilly-lès-Maranges (Cheilly-lès-Maranges),Europe/Paris,stop_area:SNCF:87694398,46.892569,4.67579,"[{'insee': '71122', 'name': 'Cheilly-lès-Maranges', 'level': 8, 'coord': {'lat': '46.8950027', 'lon': '4.6691039'}, 'label': 'Cheilly-lès-Maranges (71150)', 'id': 'admin:fr:71122', 'zip_code': '71150'}]"
20,"[{'type': 'source', 'value': '87116111'}, {'type': 'uic', 'value': '87116111'}]",Chelles - Gournay,[],"{'lat': '48.874316', 'lon': '2.584157'}",Chelles - Gournay (Chelles),Europe/Paris,stop_area:SNCF:87116111,48.874316,2.584157,"[{'insee': '77108', 'name': 'Chelles', 'level': 8, 'coord': {'lat': '48.8783804', 'lon': '2.590549'}, 'label': 'Chelles (77500)', 'id': 'admin:fr:77108', 'zip_code': '77500'}]"
21,"[{'type': 'source', 'value': '87594960'}, {'type': 'uic', 'value': '87594960'}]",Chelles Gournay Noctilien,[],"{'lat': '48.874393', 'lon': '2.584483'}",Chelles Gournay Noctilien (Chelles),Europe/Paris,stop_area:SNCF:87594960,48.874393,2.584483,"[{'insee': '77108', 'name': 'Chelles', 'level': 8, 'coord': {'lat': '48.8783804', 'lon': '2.590549'}, 'label': 'Chelles (77500)', 'id': 'admin:fr:77108', 'zip_code': '77500'}]"
22,"[{'type': 'source', 'value': '87484246'}, {'type': 'uic', 'value': '87484246'}]",Chemillé,[],"{'lat': '47.217748', 'lon': '-0.731989'}",Chemillé (Chemillé-en-Anjou),Europe/Paris,stop_area:SNCF:87484246,47.217748,-0.731989,"[{'insee': '49092', 'name': 'Chemillé-en-Anjou', 'level': 8, 'coord': {'lat': '47.2146396', 'lon': '-0.7326589999999999'}, 'label': 'Chemillé-en-Anjou (49120)', 'id': 'admin:fr:49092', 'zip_code': '49120'}]"
23,"[{'type': 'source', 'value': '87683532'}, {'type': 'uic', 'value': '87683532'}]",Chemilly - Appoigny,[],"{'lat': '47.897276', 'lon': '3.55428'}",Chemilly - Appoigny (Chemilly-sur-Yonne),Europe/Paris,stop_area:SNCF:87683532,47.897276,3.55428,"[{'insee': '89096', 'name': 'Chemilly-sur-Yonne', 'level': 8, 'coord': {'lat': '47.8985791', 'lon': '3.5590171'}, 'label': 'Chemilly-sur-Yonne (89250)', 'id': 'admin:fr:89096', 'zip_code': '89250'}]"
24,"[{'type': 'source', 'value': '87546317'}, {'type': 'uic', 'value': '87546317'}]",Chemin d'Antony,[],"{'lat': '48.748075', 'lon': '2.312622'}",Chemin d'Antony (Antony),Europe/Paris,stop_area:SNCF:87546317,48.748075,2.312622,"[{'insee': '92002', 'name': 'Antony', 'level': 8, 'coord': {'lat': '48.753554', 'lon': '2.2959423'}, 'label': 'Antony (92160)', 'id': 'admin:fr:92002', 'zip_code': '92160'}]"
0,"[{'type': 'source', 'value': '85162750'}, {'type': 'uic', 'value': '85162750'}]",Chêne-Bourg,[],"{'lat': '46.196607', 'lon': '6.197253'}",Chêne-Bourg (Chêne-Bourg),Europe/Paris,stop_area:SNCF:85162750,46.196607,6.197253,"[{'insee': '', 'name': 'Chêne-Bourg', 'level': 8, 'coord': {'lat': '46.1973779993792', 'lon': '6.19701601275548'}, 'label': 'Chêne-Bourg', 'id': 'admin:osm:relation:1685466', 'zip_code': ''}]"
1,"[{'type': 'source', 'value': '87141382'}, {'type': 'uic', 'value': '87141382'}]",Chenevières,[],"{'lat': '48.519404', 'lon': '6.63247'}",Chenevières (Chenevières),Europe/Paris,stop_area:SNCF:87141382,48.519404,6.63247,"[{'insee': '54125', 'name': 'Chenevières', 'level': 8, 'coord': {'lat': '48.5189686', 'lon': '6.6326157'}, 'label': 'Chenevières (54122)', 'id': 'admin:fr:54125', 'zip_code': '54122'}]"
2,"[{'type': 'source', 'value': '87732693'}, {'type': 'uic', 'value': '87732693'}]",Chenimenil Filature,[],"{'lat': '48.133949', 'lon': '6.600507'}",Chenimenil Filature (Cheniménil),Europe/Paris,stop_area:SNCF:87732693,48.133949,6.600507,"[{'insee': '88101', 'name': 'Cheniménil', 'level': 8, 'coord': {'lat': '48.1384063', 'lon': '6.6039001'}, 'label': 'Cheniménil (88460)', 'id': 'admin:fr:88101', 'zip_code': '88460'}]"
3,"[{'type': 'source', 'value': '87192138'}, {'type': 'uic', 'value': '87192138'}]",Chenois Rue Principale,[],"{'lat': '48.959422', 'lon': '6.499135'}",Chenois Rue Principale (Chenois),Europe/Paris,stop_area:SNCF:87192138,48.959422,6.499135,"[{'insee': '57138', 'name': 'Chenois', 'level': 8, 'coord': {'lat': '48.9594697', 'lon': '6.4976763'}, 'label': 'Chenois (57580)', 'id': 'admin:fr:57138', 'zip_code': '57580'}]"
4,"[{'type': 'source', 'value': '87574491'}, {'type': 'uic', 'value': '87574491'}]",Chenonceaux,[],"{'lat': '47.330631', 'lon': '1.065446'}",Chenonceaux (Chenonceaux),Europe/Paris,stop_area:SNCF:87574491,47.330631,1.065446,"[{'insee': '37070', 'name': 'Chenonceaux', 'level': 8, 'coord': {'lat': '47.332025', 'lon': '1.0704332'}, 'label': 'Chenonceaux (37150)', 'id': 'admin:fr:37070', 'zip_code': '37150'}]"
5,"[{'type': 'source', 'value': '87317495'}, {'type': 'uic', 'value': '87317495'}]",Chépy - Valines,[],"{'lat': '50.068222', 'lon': '1.635828'}",Chépy - Valines (Chépy),Europe/Paris,stop_area:SNCF:87317495,50.068222,1.635828,"[{'insee': '80190', 'name': 'Chépy', 'level': 8, 'coord': {'lat': '50.0628538', 'lon': '1.6468738'}, 'label': 'Chépy (80210)', 'id': 'admin:fr:80190', 'zip_code': '80210'}]"
6,"[{'type': 'source', 'value': '87444877'}, {'type': 'uic', 'value': '87444877'}]",Cherbourg,[],"{'lat': '49.633518', 'lon': '-1.621487'}",Cherbourg (Cherbourg-en-Cotentin),Europe/Paris,stop_area:SNCF:87444877,49.633518,-1.621487,"[{'insee': '50129', 'name': 'Cherbourg-en-Cotentin', 'level': 8, 'coord': {'lat': '49.6425343', 'lon': '-1.6249565'}, 'label': 'Cherbourg-en-Cotentin (50100)', 'id': 'admin:fr:50129', 'zip_code': '50100'}]"
7,"[{'type': 'source', 'value': '87721761'}, {'type': 'uic', 'value': '87721761'}]",Chessy,[],"{'lat': '45.885524', 'lon': '4.622304'}",Chessy (Chessy),Europe/Paris,stop_area:SNCF:87721761,45.885524,4.622304,"[{'insee': '69056', 'name': 'Chessy', 'level': 8, 'coord': {'lat': '45.8871851', 'lon': '4.6229818'}, 'label': 'Chessy (69380)', 'id': 'admin:fr:69056', 'zip_code': '69380'}]"
8,"[{'type': 'source', 'value': '87432948'}, {'type': 'uic', 'value': '87432948'}]",Chessy Noctilien,[],"{'lat': '48.880698', 'lon': '2.767825'}",Chessy Noctilien (Chessy),Europe/Paris,stop_area:SNCF:87432948,48.880698,2.767825,"[{'insee': '77111', 'name': 'Chessy', 'level': 8, 'coord': {'lat': '48.8798792', 'lon': '2.7658363'}, 'label': 'Chessy (77700)', 'id': 'admin:fr:77111', 'zip_code': '77700'}]"
9,"[{'type': 'source', 'value': '87471458'}, {'type': 'uic', 'value': '87471458'}]",Chevaigné,[],"{'lat': '48.208582', 'lon': '-1.63036'}",Chevaigné (Chevaigné),Europe/Paris,stop_area:SNCF:87471458,48.208582,-1.63036,"[{'insee': '35079', 'name': 'Chevaigné', 'level': 8, 'coord': {'lat': '48.2120161', 'lon': '-1.6303916'}, 'label': 'Chevaigné (35250)', 'id': 'admin:fr:35079', 'zip_code': '35250'}]"
10,"[{'type': 'source', 'value': '87175117'}, {'type': 'uic', 'value': '87175117'}]",Chevillon,[],"{'lat': '48.523946', 'lon': '5.113277'}",Chevillon (Chevillon),Europe/Paris,stop_area:SNCF:87175117,48.523946,5.113277,"[{'insee': '52123', 'name': 'Chevillon', 'level': 8, 'coord': {'lat': '48.528824', 'lon': '5.1345253'}, 'label': 'Chevillon (52170)', 'id': 'admin:fr:52123', 'zip_code': '52170'}]"
11,"[{'type': 'source', 'value': '87543041'}, {'type': 'uic', 'value': '87543041'}]",Chevilly,[],"{'lat': '48.026672', 'lon': '1.879113'}",Chevilly (Chevilly),Europe/Paris,stop_area:SNCF:87543041,48.026672,1.879113,"[{'insee': '45093', 'name': 'Chevilly', 'level': 8, 'coord': {'lat': '48.0260305', 'lon': '1.8739814'}, 'label': 'Chevilly (45520)', 'id': 'admin:fr:45093', 'zip_code': '45520'}]"
12,"[{'type': 'source', 'value': '87276311'}, {'type': 'uic', 'value': '87276311'}]",Chevrières,[],"{'lat': '49.337314', 'lon': '2.682515'}",Chevrières (Chevrières),Europe/Paris,stop_area:SNCF:87276311,49.337314,2.682515,"[{'insee': '60149', 'name': 'Chevrières', 'level': 8, 'coord': {'lat': '49.3463729', 'lon': '2.6810671'}, 'label': 'Chevrières (60710)', 'id': 'admin:fr:60149', 'zip_code': '60710'}]"
13,"[{'type': 'source', 'value': '87745240'}, {'type': 'uic', 'value': '87745240'}]",CHEVRY Mairie,[],"{'lat': '46.28222', 'lon': '6.038532'}",CHEVRY Mairie (Chevry),Europe/Paris,stop_area:SNCF:87745240,46.28222,6.038532,"[{'insee': '01103', 'name': 'Chevry', 'level': 8, 'coord': {'lat': '46.2793', 'lon': '6.0361'}, 'label': 'Chevry (01170)', 'id': 'admin:fr:01103', 'zip_code': '01170'}]"
14,"[{'type': 'source', 'value': '87116574'}, {'type': 'uic', 'value': '87116574'}]",Chézy-sur-Marne,[],"{'lat': '48.991818', 'lon': '3.364583'}",Chézy-sur-Marne (Chézy-sur-Marne),Europe/Paris,stop_area:SNCF:87116574,48.991818,3.364583,"[{'insee': '02186', 'name': 'Chézy-sur-Marne', 'level': 8, 'coord': {'lat': '48.9896', 'lon': '3.36561'}, 'label': 'Chézy-sur-Marne (02570)', 'id': 'admin:fr:02186', 'zip_code': '02570'}]"
15,"[{'type': 'source', 'value': '87393637'}, {'type': 'uic', 'value': '87393637'}]",Chilly-Mazarin,[],"{'lat': '48.700677', 'lon': '2.308418'}",Chilly-Mazarin (Chilly-Mazarin),Europe/Paris,stop_area:SNCF:87393637,48.700677,2.308418,"[{'insee': '91161', 'name': 'Chilly-Mazarin', 'level': 8, 'coord': {'lat': '48.7026161', 'lon': '2.3123582'}, 'label': 'Chilly-Mazarin (91380)', 'id': 'admin:fr:91161', 'zip_code': '91380'}]"
16,"[{'type': 'source', 'value': '87741116'}, {'type': 'uic', 'value': '87741116'}]",Chindrieux,[],"{'lat': '45.803471', 'lon': '5.84691'}",Chindrieux (Chindrieux),Europe/Paris,stop_area:SNCF:87741116,45.803471,5.84691,"[{'insee': '73085', 'name': 'Chindrieux', 'level': 8, 'coord': {'lat': '45.8193027', 'lon': '5.8480382'}, 'label': 'Chindrieux (73310)', 'id': 'admin:fr:73085', 'zip_code': '73310'}]"
17,"[{'type': 'source', 'value': '87571687'}, {'type': 'uic', 'value': '87571687'}]",Chinon,[],"{'lat': '47.163073', 'lon': '0.251645'}",Chinon (Chinon),Europe/Paris,stop_area:SNCF:87571687,47.163073,0.251645,"[{'insee': '37072', 'name': 'Chinon', 'level': 8, 'coord': {'lat': '47.1667182', 'lon': '0.2402095'}, 'label': 'Chinon (37500)', 'id': 'admin:fr:37072', 'zip_code': '37500'}]"
18,"[{'type': 'source', 'value': '87690164'}, {'type': 'uic', 'value': '87690164'}]",Chinon-LEP-Cugnot,[],"{'lat': '47.171536', 'lon': '0.259182'}",Chinon-LEP-Cugnot (Chinon),Europe/Paris,stop_area:SNCF:87690164,47.171536,0.259182,"[{'insee': '37072', 'name': 'Chinon', 'level': 8, 'coord': {'lat': '47.1667182', 'lon': '0.2402095'}, 'label': 'Chinon (37500)', 'id': 'admin:fr:37072', 'zip_code': '37500'}]"
19,"[{'type': 'source', 'value': '87690172'}, {'type': 'uic', 'value': '87690172'}]",Chinon-Lycée-Rabelais,[],"{'lat': '47.163679', 'lon': '0.234865'}",Chinon-Lycée-Rabelais (Chinon),Europe/Paris,stop_area:SNCF:87690172,47.163679,0.234865,"[{'insee': '37072', 'name': 'Chinon', 'level': 8, 'coord': {'lat': '47.1667182', 'lon': '0.2402095'}, 'label': 'Chinon (37500)', 'id': 'admin:fr:37072', 'zip_code': '37500'}]"
20,"[{'type': 'source', 'value': '87783290'}, {'type': 'uic', 'value': '87783290'}]",Chirac,[],"{'lat': '44.524661', 'lon': '3.263818'}",Chirac (Bourgs sur Colagne),Europe/Paris,stop_area:SNCF:87783290,44.524661,3.263818,"[{'insee': '48099', 'name': 'Bourgs sur Colagne', 'level': 8, 'coord': {'lat': '44.5154938', 'lon': '3.2555421'}, 'label': 'Bourgs sur Colagne (48100)', 'id': 'admin:fr:48099', 'zip_code': '48100'}]"
21,"[{'type': 'source', 'value': '87640649'}, {'type': 'uic', 'value': '87640649'}]",Chirac Ville,[],"{'lat': '44.523054', 'lon': '3.267454'}",Chirac Ville (Bourgs sur Colagne),Europe/Paris,stop_area:SNCF:87640649,44.523054,3.267454,"[{'insee': '48099', 'name': 'Bourgs sur Colagne', 'level': 8, 'coord': {'lat': '44.5154938', 'lon': '3.2555421'}, 'label': 'Bourgs sur Colagne (48100)', 'id': 'admin:fr:48099', 'zip_code': '48100'}]"
22,"[{'type': 'source', 'value': '87574848'}, {'type': 'uic', 'value': '87574848'}]",Chissay-en-Touraine,[],"{'lat': '47.334852', 'lon': '1.133761'}",Chissay-en-Touraine (Chissay-en-Touraine),Europe/Paris,stop_area:SNCF:87574848,47.334852,1.133761,"[{'insee': '41051', 'name': 'Chissay-en-Touraine', 'level': 8, 'coord': {'lat': '47.33672', 'lon': '1.13259'}, 'label': 'Chissay-en-Touraine (41400)', 'id': 'admin:fr:41051', 'zip_code': '41400'}]"
23,"[{'type': 'source', 'value': '87342220'}, {'type': 'uic', 'value': '87342220'}]",Chocques,[],"{'lat': '50.53833', 'lon': '2.564841'}",Chocques (Chocques),Europe/Paris,stop_area:SNCF:87342220,50.53833,2.564841,"[{'insee': '62224', 'name': 'Chocques', 'level': 8, 'coord': {'lat': '50.5391865', 'lon': '2.5696057'}, 'label': 'Chocques (62920)', 'id': 'admin:fr:62224', 'zip_code': '62920'}]"
24,"[{'type': 'source', 'value': '87545285'}, {'type': 'uic', 'value': '87545285'}]",Choisy-le-Roi,[],"{'lat': '48.763983', 'lon': '2.411065'}",Choisy-le-Roi (Choisy-le-Roi),Europe/Paris,stop_area:SNCF:87545285,48.763983,2.411065,"[{'insee': '94022', 'name': 'Choisy-le-Roi', 'level': 8, 'coord': {'lat': '48.7630238', 'lon': '2.4093664'}, 'label': 'Choisy-le-Roi (94600)', 'id': 'admin:fr:94022', 'zip_code': '94600'}]"
0,"[{'type': 'source', 'value': '87590612'}, {'type': 'uic', 'value': '87590612'}]",Choisy-Le-Roi Noctilien,[],"{'lat': '48.764854', 'lon': '2.412101'}",Choisy-Le-Roi Noctilien (Choisy-le-Roi),Europe/Paris,stop_area:SNCF:87590612,48.764854,2.412101,"[{'insee': '94022', 'name': 'Choisy-le-Roi', 'level': 8, 'coord': {'lat': '48.7630238', 'lon': '2.4093664'}, 'label': 'Choisy-le-Roi (94600)', 'id': 'admin:fr:94022', 'zip_code': '94600'}]"
